species,Unnamed: 0,id,Days after treatment,Acetic_acid,Alanine,Butyric_acid,Ethanol,Formic_acid,Fumaric_acid,Glutamic_acid,Glycine,Isoleucine,Lactic_acid,Leucine,Methanol,N_trimethylamine,N_methylamine,Phenylacetic_acid,Propionic_acid,Succinic_acid,Tyrosine,Uracil,Valeric_acid,Valine,age_at_baseline_years,MELD,IL-17A,IL-17E,IL-17F,IL-21,IL-22,IFNgamma,IL-10,IL-1beta,IL-6,TNF-alpha,IL-12,IL-23,IL-8,FABP2,DLactate_faecal,DLactate_plasma,faecal_ammonia,endotoxin,E_faecalis,E_coli,EC2.9.1.1,INR,CRP,Sodium,Potassium,Creatinine,Urea,Haemoglobin,MCV,Platelets,Neuts,Lymphs,neut/lymph,WCC,Bilirubin,ALT,AST,ALP,GGT,Albumin,Ammonia,Lactate,Ascites,HE grade,Calprotectin/(µg/g),N/L ratio,Calprotectin (µg/g),Height (cm),Weight (kg),BMI,Alcohols units/week,Smoking / day,Hospitalisation in last 12 months,MELDNA,MELDPLUS
Clostridium sp. CAG:299,-0.05538673385820622,0.10115259694158267,-0.05428093779488379,0.01700695406602827,0.07045217766240976,-0.059249843822921,-0.14599877046589835,0.24124729538171388,0.2027364198340222,0.1644929204110291,-0.007555404979590606,0.12928498371401684,-0.05049428005523876,0.16901022882407404,0.09290899664466237,0.08864940328588711,0.09838871719817642,0.11515335286874165,0.09128151714520916,0.05469524920211678,0.020333402828447037,0.22656832415297742,0.0004959146125600012,0.17553240289636418,-0.11160738430056691,-0.19112490928798426,0.04033813681499888,-0.011462341446169061,0.06262182193911975,0.060370036912355644,0.03356208454448187,0.21819281516231742,0.2219326703003084,-0.11296093745804778,0.08822794624595777,0.1577649906235206,-0.06203664187277759,0.10642769449636363,0.251325690182287,-0.07591978316635639,-0.1285940545449348,-0.41578355506465814,-0.0724781641061835,-0.2306759758212496,0.09152850530009984,0.0706665982536968,-0.06956654674171317,0.1134154637453475,-0.30861201287722567,-0.007240887833574687,-0.009456601862661044,-0.06177197178250082,-0.12296858333172231,0.28824238618198356,-0.3047763390727804,-0.10362542634942731,0.022400519511405904,0.2177065149138405,0.05045853606011781,0.11130175711210105,-0.282688688541633,-0.06512299840591948,-0.24344861646707394,-0.04317118456179385,0.07561015245706464,0.0861125982275411,0.1556373982071073,0.0297379148749361,-0.1200816276144112,0.04270680462698933,-0.1342815881095569,-0.11640806564734325,-0.1573854130777789,0.03804056551062682,-0.25319404394027833,-0.2450732843308447,,0.08442787422800425,,-0.13565222887330433,-0.2004013945970168
Clostridium sp. CAG:302,0.26808314485003537,0.07714608900670629,0.10125665693869526,-0.24662439587692384,0.08527346614355791,-0.142046846528143,0.02562549981425969,-0.11234553087385865,-0.16273469394749715,-0.061644823299494916,0.021241825361353443,-0.04501503884720328,-0.0002267743346394663,-0.06739975825978801,-0.18240350753703027,-0.1912463555459499,-0.040168369692941686,-0.23262933950125375,-0.161437488430468,0.02460519755627988,-0.1846646803388086,-0.06313522577620012,-0.07937336878797549,-0.04403527839416886,0.2323884636678547,0.04763856562787516,0.24054126853578353,0.18101469746710872,0.1503713601734301,0.1525464215022514,0.12452035549175618,0.17341888239594194,0.17028734580082333,0.10040836141338368,0.15497730152664152,0.17686302226982983,-0.0389238284741382,-0.15085817793083464,0.01915959323921172,-0.09364392908632473,0.13003581920340734,0.22486123251086704,0.09504216370141513,-0.27545221917280904,0.1443014612155126,0.21092703987759998,-0.09200982615188973,-0.31611089241179474,0.2300761471893312,-0.15952975256505222,0.1343423631671997,-0.14638732993746068,0.10030283706188539,-0.032889831310310716,0.23261199744588865,0.30667077005411136,0.2530520442080668,0.03380927541944956,0.0448229983225663,0.19390687334754203,0.32934776778883346,0.2016234468308722,0.25109696487369737,0.27060935532744135,0.1892242843954147,0.026301825517398795,0.03565087372407015,0.010439910030925124,-0.08890701955555456,-0.18109415293139136,0.07401575506612718,0.08592644529070546,-0.185988465984089,-0.13141039025734508,-0.26500509481718076,-0.30061070997605754,,-0.1338011154594941,,0.1393731643558631,0.2062207106634681
Clostridium sp. CAG:343,0.26671532468904297,0.2893967072965482,-0.05071916590103577,-0.262668416955405,0.186904346038652,-0.20818750651897777,-0.08306549833067484,0.07021627347772212,-0.10682217417139173,0.08834124284919605,0.09933532035712825,0.09850877182502377,-0.06723826477511127,0.05911358287693943,-0.21897249725902773,-0.04272803503281488,-0.034988356830839534,-0.049467433369823795,-0.2309408401248006,0.12038129131532194,-0.10075494887167795,0.04330255788451507,-0.01706424175429506,0.10244496096921188,0.13301319056581473,-0.08980898408617959,0.060581449388444265,0.09129532591076325,0.06701050116027917,0.0928448902278321,-0.02773828870585707,-0.020138270807279403,0.1405599524132793,0.12984102023902108,-0.01791289572489246,0.0751155023256266,-0.09099311447982181,-0.20687746136263838,-0.1655294428565599,-0.06497545765240899,0.32182770018618134,0.18246138956208777,0.11788993183360973,-0.026594605922846473,0.25275392898017357,0.3666714748275714,-0.16236546731832308,-0.1977543027477537,0.054652600550313055,-0.269390211421477,0.19846229844370858,0.061430711435177546,0.2538016344398708,-0.034698736175551574,-0.022928216348183664,0.16528380935395862,0.041404498999565345,-0.03757705410466746,0.15272340158789943,0.007569246851027843,0.029416104192514766,0.1695001496476286,0.07971258380838789,0.20048609082118643,0.13023120388297502,0.1765172403390291,-0.06137437533414714,0.1401590360098731,-0.12927243338184266,-0.26331421228259944,0.22309893486814736,-0.06799756962179507,-0.17590447009927468,-0.09192568221096574,-0.20732670728433714,-0.20778319288007926,,-0.07328460691026639,,0.14912297755829612,0.0036540109377464682
Clostridium sp. CAG:352 / Ruminicoccus sp. 2789STDY5834969 & sp. 2789STDY5608859,0.07616960177513334,0.047126780234497165,0.0030680383066148684,-0.2860876820442835,0.10170171420371973,-0.28327601496846866,-0.20575779577538567,0.0786816431297244,-0.11827380550774814,0.14477479430560752,0.1240519079758656,0.15415793636201594,-0.23040948004299616,0.1729464166754666,-0.20939726521212193,-0.1738781419458156,-0.23338990013204897,-0.10941703399634019,-0.35529777492116166,-0.06263488890846075,-0.0567748802285769,-0.16970981660027648,-0.11816404971577239,0.18198120336335166,-0.23277057019942735,-0.03950523121737252,-0.12700095820450097,-0.15566549153227846,-0.1525590933773683,-0.10100310655943927,-0.1478605455156329,-0.005958602212380836,-0.07502317768439995,-0.09627091044340604,0.0250548454472399,-0.01304230680637894,0.19261361127491303,0.0173493437910687,0.05185659033827016,0.025724889069515654,0.19629885119742968,-0.2576192883969975,0.054584625086107175,0.0484585119681574,-0.057430055745952086,0.10055404210892221,-0.11995617435756717,-0.041703272749002915,-0.3236477504143662,0.21281598044421682,-0.11647967087779182,0.1261190318273213,-0.030064257720568015,-0.09367397774035374,-0.22325740242647774,-0.14950633960065554,-0.44013923503718017,-0.09403819147929306,-0.02995101184828127,-0.36231288999738925,-0.030195575300781905,-0.27518141666384766,-0.24546354880167365,-0.12102900392592317,-0.12079325291129131,0.21318311565428247,-0.26046783582998323,-0.03220279413172486,-0.15482299569954863,-0.2474020619354782,0.03739510433088021,-0.25320775434227494,-0.10068126311033443,-0.07872438641538906,0.12507949955696543,0.1522816175043936,,0.32609428827286463,,-0.16480580501013287,-0.40731473195555906
Clostridium sp. CAG:354_28_25,0.15652669664066063,-0.11199236069634656,-0.023248200223238924,-0.12030734897720284,0.305638850725536,-0.08625622772145353,-0.1501624052537666,0.20752926127102425,-0.12878910622046985,0.275341837974752,0.20992366202305518,0.26377830068398966,0.09104989535774573,0.308723401967296,-0.075667596785979,-0.09101209963530581,-0.13519255531478538,0.13256923848405866,-0.05631979811786405,-0.10106651039246144,0.04696466386674233,-0.19963207168336805,0.08183016353617473,0.29392130883524215,-0.21334520399412582,-0.1655998196435548,-0.07255918862351993,-0.08090865705158241,-0.06987601029421267,-0.028505576657421944,-0.06553105862958199,-0.12244000413224056,-0.07777438030583542,0.07214134811371828,-0.07474886672023821,-0.06367824626595368,0.15958769674396664,-0.0024185679828590727,-0.0009069629935721523,0.12497194248929615,0.1956016856137275,-0.14260737157642972,0.026415297187788934,0.1502157458103877,-0.07185028140237004,0.0702520367825718,-0.07007207908131984,-0.25339152740418036,-0.22849269125547483,0.3119946160879379,-0.2242210380860287,-0.06247548107480728,-0.10187154546138348,0.1911579678397542,-0.0727125074063184,-0.13082553126553428,-0.2284308663703196,0.02764839012781146,0.013129425679119063,-0.17257371606734573,0.14691039415117033,-0.06495746950516282,-0.2358170772687909,-0.2885806889109886,-0.22197427788959762,0.2792579269812003,-0.3177955933452107,0.015202446307919318,-0.08890701955555456,-0.18109415293139136,0.055756092718955534,-0.1842856107628537,-0.19712492991455902,-0.34790009838470815,0.16804093415999466,0.3138256158560984,,0.4757372994115346,,-0.28772534038526953,-0.35288418474903155
Clostridium sp. CAG:389,0.062276417699284194,0.019264963374374267,-0.049961534459449536,-0.12123737209244605,0.1560940941290393,-0.018856131892844234,0.002123866723009207,0.13122239077366005,0.07807450471865271,0.10545648443023266,0.14629107286807488,0.1481082927870318,0.02986416677863966,0.04504131615917832,-0.17004062996883984,-0.13180976948308157,-0.024409123848253125,-0.0375850058806618,0.006111987579059855,-0.02076203460491315,-0.05266712701104769,0.03585496522647484,0.06913607739987537,0.11491403597225303,0.19315638633928248,0.07823951934712298,0.12659346155330334,0.08515877576833224,0.0820408841904838,0.10444407658296936,0.09796103871330476,0.043034434777584694,0.04979660641038875,0.0015168229780618977,-0.020498779103522217,0.09148880429271597,-0.009924356056462129,-0.09373966004422526,-0.026999449009501776,-0.038613979241518596,0.015818296771216933,0.08221545815962163,-0.15371917437673,-0.15623276674037542,0.1260582075683011,0.07507656629615439,0.11617514499221453,-0.11541223389706898,0.15630452198077605,-0.18133738199626645,0.05694765020302377,-0.18539344162232532,0.10152419283478695,0.020376462083492003,0.08516382079422677,0.22259729630258568,0.2768087731674186,0.08760126170855682,0.07991240489624793,0.2510633080377563,0.1816604520262794,0.23117884561555052,0.16538424280011338,0.18425081547756164,0.13180976948308157,-0.06432453667381198,0.04556692589817385,0.03653467616179326,-0.0764690763197034,-0.013460687508421592,-0.08551174075065883,0.06945807002585713,-0.13701335881618068,-0.1158307575044801,-0.24409897649494988,-0.24100172985238927,,-0.11508256334405789,,0.1781515449060105,0.22626665052746192
Clostridium sp. CAG:411,0.08493150684931505,-0.05485996093895961,0.15579871495035488,-0.13975086500435305,0.17264109447033832,-0.106873058481638,0.0027401318526146246,0.14524850648595033,0.07947559788853888,0.2000296252408676,0.16715299539736345,0.13974775957909524,0.09590461484151187,0.1671728093517542,0.013700760743048554,-0.03562171408399012,0.0027408424808972607,0.07399452217208792,0.04658569215866272,0.019181065040267977,-0.07946971015301288,-0.15622802141114386,0.07946617813973017,0.18360243380178837,-0.10450810648921277,-0.047027063548170024,0.0630155650943603,0.030136986301369857,0.041097107670234986,0.08496674657330645,0.0849843828926167,-0.0027397260273972603,0.024658264602140992,0.01917808219178082,0.10684931506849314,0.041097107670234986,0.18356164383561643,0.05753424657534246,0.06849315068493149,0.11780821917808218,0.16164383561643833,-0.12877284453336776,0.02465753424657534,-0.07397260273972603,-0.09024015400281765,-0.053699223518749235,-0.1646715772515381,-0.14252380900665754,-0.11192817116428577,0.14044018324615892,-0.17931595541811465,-0.09319140684607866,-0.08221369927996242,0.035629896097283835,-0.041098325037683056,-0.09591527189662485,-0.18904809520899418,-0.046583621668117685,-0.058516180656303436,-0.16986804503697128,0.09595295529740283,-0.07951684871141203,-0.164520058449016,-0.16988314173492478,-0.16714804300949207,0.06594266182997,-0.1699334931466129,-0.0585214523051473,-0.0435515028854656,-0.08870978425954552,-0.04870157981866347,-0.08544937895047458,-0.09108863507620221,-0.17042042590560297,0.08231560641139629,0.1537288875818129,,0.23304205305294834,,-0.11237704012250889,-0.17260273972602738
Clostridium sp. CAG:43,0.007833962019452058,0.40735574335908026,0.05274990043114232,-0.11482328639881671,-0.13383861714519885,0.16442944165057413,0.17629777408785335,-0.0906512089120593,0.18212966462852598,-0.1471830005116285,-0.0714205353121127,-0.006872701486069099,-0.13175337360604653,-0.0955846080365251,0.01924957965463555,0.12955773468965767,0.1340138360266558,0.10343593225290058,0.16939255477091525,0.0010376726532576976,-0.15510480487902414,0.2906967539808198,0.2285487208124188,-0.1142719196616722,0.13397392436080133,-0.017201465661136187,-0.048072780064703016,-0.0031125338541776884,0.0192321193940429,0.051490937284003654,-0.059310372837025456,0.04804128340143824,0.05583178992187748,0.05222140133120345,-0.1444245781129309,-0.05053882195729335,-0.1673701175403471,-0.1191935065800316,-0.14818367697063348,-0.34876919201764006,0.13513208573669028,-0.12778496572627632,0.01469055833590146,0.02262977512336919,-0.10098254499609967,0.12053909230050953,-0.06589949022677719,-0.0962270186398605,-0.2647133003714082,0.15423069770643588,-0.03880527691341174,-0.23662589871197307,0.09078388612002021,0.3290303914739635,-0.12753122448036322,-0.0397665368807282,-0.09381554452049044,0.18132604637989955,-0.10964178355527873,0.016390156481240627,-0.12524459286620762,0.11387319324184199,-0.10669656618670798,-0.12817038409640535,-0.0046168571735026,0.13815993568029897,0.3315095751869333,-0.12551807011260444,-0.33704903172874356,-0.131435388129286,-0.14917106847047631,-0.06721406054272591,-0.05343087877109413,-0.12097253268473085,-0.07678608795595243,-0.03719847624326895,,0.19786545908507305,,-0.11143748675345959,-0.12072721891397423
Clostridium sp. CAG:433,-0.1506849315068493,-0.07406094726759548,0.04532326253101233,0.041103195589515605,0.04658569215866272,0.13975707647598815,-0.008220395557843874,0.008221613574676434,-0.057551295022735045,0.0027401318526146246,-0.046583621668117685,0.04658258652636509,0.04658224149444862,-0.04658914358983314,0.08494471660690103,0.0685032963153656,0.03837179473256165,0.04110806787338218,0.11235372814736304,0.0739841080124622,-0.1287957371445381,0.18363644622011646,0.1890746997117718,-0.06302770115583779,0.005500426657326988,-0.1853419563369054,-0.19452630963911227,-0.06849315068493149,-0.14520978043483027,-0.18363780711004946,-0.15352017554795278,0.052054794520547946,-0.10685247994261096,0.17260273972602738,0.1506849315068493,-0.15068939479086163,-0.18904109589041096,-0.19452054794520546,-0.19452054794520546,-0.1287671232876712,-0.0410958904109589,0.057536802876611136,-0.11232876712328767,-0.0410958904109589,0.1835920374540083,0.2932803746023997,0.17016062982658936,-0.09318864435050686,0.0057399062135531165,0.14044018324615892,0.17103983439881704,-0.03837293223073827,0.06029004613863909,0.15622339058039836,-0.008219665007536611,0.17264748941392472,0.15617016560742997,0.1890746997117718,-0.058516180656303436,0.18356708092704963,-0.12885111139936947,-0.08774272961259258,-0.1891980672163684,-0.10138187490632608,-0.09590461484151187,0.17859470912283543,0.14526572801242715,-0.0585214523051473,-0.0435515028854656,-0.08870978425954552,-0.04870157981866347,-0.035833610527618374,0.0,0.1291896777026345,0.15639965218165297,0.09059023732499691,,-0.06554307742114171,,-0.20008594948641825,-0.09589041095890412
Clostridium sp. CAG:440,0.08493150684931505,-0.05485996093895961,0.15579871495035488,-0.13975086500435305,0.17264109447033832,-0.106873058481638,0.0027401318526146246,0.14524850648595033,0.07947559788853888,0.2000296252408676,0.16715299539736345,0.13974775957909524,0.09590461484151187,0.1671728093517542,0.013700760743048554,-0.03562171408399012,0.0027408424808972607,0.07399452217208792,0.04658569215866272,0.019181065040267977,-0.07946971015301288,-0.15622802141114386,0.07946617813973017,0.18360243380178837,-0.10450810648921277,-0.047027063548170024,0.0630155650943603,0.030136986301369857,0.041097107670234986,0.08496674657330645,0.0849843828926167,-0.0027397260273972603,0.024658264602140992,0.01917808219178082,0.10684931506849314,0.041097107670234986,0.18356164383561643,0.05753424657534246,0.06849315068493149,0.11780821917808218,0.16164383561643833,-0.12877284453336776,0.02465753424657534,-0.07397260273972603,-0.09024015400281765,-0.053699223518749235,-0.1646715772515381,-0.14252380900665754,-0.11192817116428577,0.14044018324615892,-0.17931595541811465,-0.09319140684607866,-0.08221369927996242,0.035629896097283835,-0.041098325037683056,-0.09591527189662485,-0.18904809520899418,-0.046583621668117685,-0.058516180656303436,-0.16986804503697128,0.09595295529740283,-0.07951684871141203,-0.164520058449016,-0.16988314173492478,-0.16714804300949207,0.06594266182997,-0.1699334931466129,-0.0585214523051473,-0.0435515028854656,-0.08870978425954552,-0.04870157981866347,-0.08544937895047458,-0.09108863507620221,-0.17042042590560297,0.08231560641139629,0.1537288875818129,,0.23304205305294834,,-0.11237704012250889,-0.17260273972602738
Clostridium sp. CAG:451,0.012177463130562628,-0.1874718924346028,0.14212262056400746,-0.008225203181797567,-0.08731757612437621,-0.1743187842193163,-0.23362048387658413,-0.016135964890724698,-0.2059708459580741,-0.03985941905003331,-0.1308123659874344,-0.19012451020735374,-0.15058002752234806,-0.028000644957434033,-0.23362221428973498,-0.16639725730410732,-0.18226174275639415,-0.0003163914684455823,-0.1070905779641353,-0.11103777551211506,-0.13081818017184624,-0.09128908469656198,-0.08731369531446648,-0.07940837538847256,-0.18013314925665894,0.08330114863261875,0.09805520483856382,-0.01001609521561428,-0.02166703719819878,-0.0023204791991269353,0.005380409254216319,0.07870542187848485,0.020770833713115132,0.021297381405832472,0.0006853117779104509,0.03294865753983999,0.17897180661584466,0.06716055423522417,0.24982250119366362,-0.016394766379242323,0.048340838487991034,-0.1372793199242168,0.21850902457221683,-0.11871708645033346,-0.12848997820196537,-0.07646055279527911,-0.0468940852447409,-0.01872190933984951,-0.15937083033608163,0.10141468655524026,-0.14581491371946853,0.0876791463548543,-0.02647063504879448,-0.06708045856329972,0.10148487129117027,0.056447420090684444,-0.09410206277188665,-0.06648705905286367,-0.08331925914882561,-0.12499402724313702,0.15469135358403407,-0.2615805164467421,-0.16841012388504542,-0.08807299849637756,0.054569442747069416,0.2208560998433931,-0.1396506572565483,-0.0833267652756992,-0.062011548165593566,-0.126310935212435,-0.06934457280631368,0.031345298181591055,-0.04846417626924363,0.2739664766366502,0.0859514159699298,-0.08599230019662331,,-0.09332462563028508,,-0.05395194104089194,-0.21444987019536257
Clostridium sp. CAG:465,0.13084183329028762,0.19528322128604458,-0.16833967923755974,-0.14605008213832857,-0.19032173370829464,-0.14605657358968724,-0.1614411919724894,-0.08447652207497047,-0.06522937441119755,-0.10370830326906814,-0.18453981497622746,-0.18453571428889018,-0.24996495465106872,-0.2269054147868901,-0.019033540816654104,-0.07291742929391014,-0.0652366249391376,-0.153766253664553,-0.09216855257573044,-0.04212686734766379,-0.17684972845480543,-0.09218562683396322,-0.10371137601663984,-0.1922463058873645,-0.07831876054637345,-0.014504513100567804,-0.0775479603857674,-0.06568449809818629,-0.06589731507967998,-0.042506959874916136,-0.03855959965521696,-0.10084626393405326,0.09209808755536075,0.11344545738948386,-0.13996175156555746,-0.05414123406946508,-0.08171025044316914,-0.018239836550539693,-0.09826316569423695,-0.018872432037841648,0.15129575404638415,0.08313728399404374,0.02440764255173375,-0.10659233961037934,0.11986809709242063,0.11429342507236108,-0.12214641798545688,0.17390280576944722,-0.15937083033608163,-0.1911725125868897,0.05775268515718303,0.18706642533574022,0.15721553465733215,-0.14048926227408057,-0.08363934976802163,-0.15199410407416902,-0.1417593539459962,-0.2324938040393357,0.13623824806767432,-0.1960576918250639,-0.14416759397959594,-0.0848105446123715,-0.14105403076650028,0.2299757075373834,0.20522855641832627,0.06217277640115628,-0.05168340034419083,0.1278052413350251,-0.062011548165593566,-0.126310935212435,0.1926143478072177,-0.010766659104675103,-0.03592987972180089,0.10958659065466009,-0.10939271123445611,-0.1328971912129633,,-0.09332462563028508,,0.1368839325235924,-0.1255174879388295
Clostridium sp. CAG:508,-0.0027397260273972603,0.13714990234739902,0.15579871495035488,-0.024661917353709362,0.11235372814736304,-0.14523774614171317,-0.04658224149444862,0.06851344645563695,0.03562699215693122,0.1561875155990336,0.13975086500435305,0.11782654239021757,-0.16714804300949207,0.11784312790369557,-0.11234623809299815,0.02466118667353162,-0.024667582328075345,0.008221613574676434,-0.14523774614171317,0.1726295853624118,-0.002740334832862513,0.16170970637293838,-0.046583621668117685,0.13427640681026312,-0.05500426657326988,-0.113418212086763,0.035617493314203656,0.035616438356164376,0.03013787895817232,0.04659466747568419,0.04660433900562852,0.0027397260273972603,0.035617493314203656,-0.06849315068493149,0.0027397260273972603,0.024658264602140992,0.00821917808219178,-0.07397260273972603,-0.10136986301369863,0.052054794520547946,0.07397260273972603,-0.161651017605717,-0.01917808219178082,0.14520547945205475,0.10891053069305578,0.21892760357643917,-0.06312410461308961,0.09867032931230138,-0.11192817116428577,-0.04130593624887027,-0.01931094904502773,0.07674586446147653,-0.030145023069319547,-0.16170491305690354,-0.16165341181488668,0.0328852360788428,-0.18356844027540015,-0.0027402130393010403,-0.058516180656303436,-0.12877093736673628,-0.13981716343335837,-0.15080781652164352,-0.06032402143130585,-0.008220152019431843,-0.008220395557843874,0.1153996582024475,-0.09593019774405569,-0.0585214523051473,-0.0435515028854656,-0.08870978425954552,-0.04870157981866347,-0.10750083158285512,0.08556811173825055,0.0769640633122078,-0.0768278993173032,-0.09333539603181498,,-0.06554307742114171,,-0.06304077860530986,-0.16164383561643833
Clostridium sp. CAG:524,0.012177463130562628,-0.1874718924346028,0.14212262056400746,-0.008225203181797567,-0.08731757612437621,-0.1743187842193163,-0.23362048387658413,-0.016135964890724698,-0.2059708459580741,-0.03985941905003331,-0.1308123659874344,-0.19012451020735374,-0.15058002752234806,-0.028000644957434033,-0.23362221428973498,-0.16639725730410732,-0.18226174275639415,-0.0003163914684455823,-0.1070905779641353,-0.11103777551211506,-0.13081818017184624,-0.09128908469656198,-0.08731369531446648,-0.07940837538847256,-0.18013314925665894,0.08330114863261875,0.09805520483856382,-0.01001609521561428,-0.02166703719819878,-0.0023204791991269353,0.005380409254216319,0.07870542187848485,0.020770833713115132,0.021297381405832472,0.0006853117779104509,0.03294865753983999,0.17897180661584466,0.06716055423522417,0.24982250119366362,-0.016394766379242323,0.048340838487991034,-0.1372793199242168,0.21850902457221683,-0.11871708645033346,-0.12848997820196537,-0.07646055279527911,-0.0468940852447409,-0.01872190933984951,-0.15937083033608163,0.10141468655524026,-0.14581491371946853,0.0876791463548543,-0.02647063504879448,-0.06708045856329972,0.10148487129117027,0.056447420090684444,-0.09410206277188665,-0.06648705905286367,-0.08331925914882561,-0.12499402724313702,0.15469135358403407,-0.2615805164467421,-0.16841012388504542,-0.08807299849637756,0.054569442747069416,0.2208560998433931,-0.1396506572565483,-0.0833267652756992,-0.062011548165593566,-0.126310935212435,-0.06934457280631368,0.031345298181591055,-0.04846417626924363,0.2739664766366502,0.0859514159699298,-0.08599230019662331,,-0.09332462563028508,,-0.05395194104089194,-0.21444987019536257
Clostridium sp. CAG:568,-0.017378457548652023,0.24081204217967836,0.08146194587199933,-0.09800418244584215,0.11205310561609734,-0.19614711911521876,-0.1268685285356724,0.15549874981999293,0.1417132459329682,0.20220078087424387,0.1364082981676538,0.12002103094155427,-0.29357039418247666,0.08891216500719416,-0.022062370801463033,0.06471291872352543,0.1086921376333403,-0.039579135373753425,-0.14924520024612115,0.17541535291457933,-0.01998316506345102,0.20207979796928566,-0.04477590467339891,0.1268779265525404,-0.09657819316964124,-0.03623172372450661,0.07718690689025444,0.07077062637643082,0.07051268810243908,0.10262313377828496,0.0898084600156061,0.025699315028305865,0.05118345706759714,-0.06140966171182025,0.013218028808825106,0.07996060820467123,0.006023954112874393,-0.07207076035762673,-0.07007722158645967,0.019198645122326306,0.19280986941135378,-0.024963681549784955,-0.02379245185588519,0.068170358414039,0.1590371216919879,0.06958794003951647,-0.108100190968092,0.1297628910796121,-0.1965269461675224,-0.15406925777583338,0.03521590322899631,0.21708722221772284,0.12220183586732042,-0.24000871083874836,-0.22272614506948163,0.05527002001670822,-0.23173579303682276,-0.08916169981914963,-0.10274452058089019,-0.20755086866784309,-0.22502651839684024,-0.1658588941151717,-0.18915307706564238,0.14628240466637749,0.0829174906350329,0.1294313987936568,-0.049859148223501355,-0.10275377670504353,-0.0764690763197034,-0.15575938402602127,-0.08551174075065883,-0.0411167357403536,0.1854352246310769,0.13513588375522678,-0.13489680279984073,-0.1638811762996247,,-0.11508256334405789,,0.087536619412323,-0.1925498426151146
Clostridium sp. CAG:575,0.11697744886025312,-0.07811328851441783,-0.011173590494965111,-0.16735124935272744,0.17858975261670423,-0.009807408912520516,-0.04750441344455028,0.1909949831183165,0.01824524134702858,0.24922681726125326,0.17868726655840997,0.13966717347179147,0.06537788309793824,0.17870844776034642,0.0985947959200642,-0.11398950262721165,-0.023784735527527124,0.10140346563680913,0.07424103090768219,0.003585265306184153,-0.08151749558471354,-0.19476059490722325,0.12896696783767211,0.1744242402291283,-0.14880564503810959,-0.11486509824229474,0.09367962311727307,0.054772225942227575,0.07037833250509823,0.10911526052258248,0.10122554273373645,0.015867603473157365,0.046971606188795895,-0.09130461533391544,0.06515733519210132,0.07828601031465982,0.18624665471981713,0.002846679692858796,0.05008047607807141,0.10843740978167672,0.024565791423559236,-0.10032355830099254,-0.09931749150640687,-0.04206759990557999,0.024189166446222744,0.16794298134763488,-0.006733103455748271,-0.2128232820872189,-0.15937083033608163,0.22381172205294408,-0.21750149580106382,-0.10104856806971477,-0.09728749335662513,0.12983654794248736,-0.05061063711144075,-0.11284211022332061,-0.19405585045563856,-0.024807423698947152,0.09683049036214868,-0.16476964662523186,0.10497384267083643,-0.08156584881538186,-0.1590715925793897,-0.20828038345401947,-0.1826362798800468,0.18707344327847916,-0.22218588331640404,0.09965430712026187,-0.062011548165593566,-0.126310935212435,0.1415004120777482,-0.1733803379959749,-0.17550670737722254,-0.24265602216389018,0.11720647632263155,0.21888949140958663,,0.3318208911299025,,-0.2015418794601843,-0.257624512203721
Clostridium sp. CAG:58,0.08473315024965221,0.338607102530089,-0.16872626748893832,-0.2548699569466249,0.15661484811220072,0.131774649265656,-0.06497923122010246,0.16025721093651563,0.1756141078978034,0.0766862619184048,0.17357837386816757,0.19440936443502171,0.010439058530682057,0.08633911526877862,-0.171403315456314,0.01061275334816429,0.10374007258774814,0.09462558568793503,0.0003821569053314569,-0.07465458551188056,-0.18678787286496162,0.11960252213934991,0.249103118147042,0.17357740347839012,0.03434377325149751,-0.001060888432885385,0.05771194882651518,0.008162447349320874,0.055818899647432973,0.10702454914068478,0.042636239500629225,0.21231046562861206,0.26949031295246345,-0.0008336116441859616,0.1424954904280378,0.26961188491809257,-0.06496960751874338,-0.05718923217300774,0.09793200128259662,-0.2495103852504106,0.3131080069380979,-0.010229564039593252,0.14435374971820233,-0.14138400823578987,-0.06493473251726771,0.0449059798816787,-0.0836029064510411,-0.2752647529800683,-0.05426795466412872,0.10171420966527749,0.03894405719503161,-0.10170164395641802,0.09856612117705389,0.3239978676651602,-0.1820420433465858,0.07752861117295548,4.341888067576144e-05,0.053108763944953695,0.03546085998581639,0.015804355531787186,0.04178597035545653,0.2014813881987831,0.010402725983224986,-0.1619221963295262,-0.12750936551370548,0.25410372987393876,-0.021778453303222138,0.011747158953776158,-0.18272738388597773,-0.3359784109282317,-0.005893659732341745,-0.07415458204636806,-0.20636059786378216,0.032539132231123855,0.06658938104665887,-0.05525797607847393,,0.21346051075014125,,-0.06462397902901015,-0.13803219474979211
