index,Timepoint,Type,FMT105,FMT109,FMT113,FMT117,FMT121,FMT125,FMT128,FMT132,FMT136,FMT144,FMT148,FMT152,FMT156,FMT164,FMT168,FMT172,FMT180
FMT112,90.0,FMT,0.899189824482833,0.33641460065751094,0.8957226974949324,0.8680930274750822,0.9209497154882172,0.7528337120172766,0.5976411789675354,0.8132602548261693,0.9172322773285471,0.9171730413857708,0.8860158296535922,0.8230869179856924,0.6960098273927796,0.9334731189619087,0.7691497681356644,0.7664633972483841,0.6439072622067329
FMT113,0.0,FMT,0.82023594321735,0.8965204554293598,0.0,0.627657989792517,0.9641866719847457,0.9437415253245118,0.9247123821852126,0.7319943831368173,0.7775996396711797,0.9603875357545166,0.9383206056964906,0.7938811255011675,0.9181859434796765,0.9564861936842654,0.7977285728209315,0.8503678688055707,0.8408614374043761
FMT114,7.0,FMT,0.75623638484479,0.7913227513014207,0.6523789129348593,0.5688025825510081,0.9409771926058922,0.821627592371727,0.8340463654706085,0.726415325454362,0.8099670214052054,0.9505136580328931,0.9388046721142275,0.48691975346325755,0.8356618905451557,0.9552165482972641,0.6151474803316865,0.4930856946109829,0.7128630281678546
FMT115,30.0,FMT,0.8448924979120802,0.8831739704019343,0.8000796065092788,0.7222307204004774,0.9912455355282531,0.8939468925179087,0.9284103529098147,0.8532014352774763,0.8916645070617715,0.9727412482502573,0.9891158549959707,0.5101320546714304,0.9108722150023993,0.9939293147777529,0.702030790639146,0.546143381428718,0.8271336190733931
FMT116,90.0,FMT,0.7513430992716754,0.8137296150372487,0.6574331735650898,0.5962403774028167,0.9871763866837381,0.8692396424136531,0.8713090543782177,0.6802972612323577,0.7511763804977863,0.9607557070699064,0.9678682979189107,0.5502687503944652,0.8698464130152129,0.9921947511713374,0.6703663269949965,0.4825616854952821,0.814393199029584
FMT117,0.0,FMT,0.7104352166564833,0.8706973419325775,0.627657989792517,0.0,0.9553918559849354,0.8832312881375948,0.8784243365865042,0.6408320599891325,0.6512016058165033,0.9478419706688073,0.9419076346451006,0.7192900139702285,0.8475524702566171,0.9545665089027832,0.6972995998118906,0.6718526904795218,0.704065853084564
FMT118,7.0,FMT,0.7119840318080582,0.8504789585232356,0.7324584666175917,0.4115147011636947,0.968927483258034,0.851759609293754,0.8821095852691637,0.49276940423147275,0.5373279904307812,0.9805283206872526,0.9539071517718934,0.7107557990540992,0.8155548959889349,0.881258422367416,0.6758603762076536,0.5347108758631416,0.800348288857237
FMT119,30.0,FMT,0.7150481272234208,0.8698681539647246,0.7816498979706431,0.6882582978121908,0.8101071784101106,0.8937305725967188,0.8989336600745074,0.6754755110078263,0.6972335430725062,0.9327477447029237,0.8600268805325363,0.5915440166246182,0.9058814119539655,0.7882748472846826,0.7409528417968009,0.6537094119499867,0.7826313280959716
FMT120,90.0,FMT,0.7291168943234964,0.8166353354157978,0.8673159013375293,0.8565091144729016,0.8421289731219271,0.8948980971655778,0.7926025600021511,0.8610903120546012,0.8777140118190506,0.8039872654178093,0.7012188578064452,0.7775380741338174,0.8534296252532131,0.8036715987433843,0.8149593354406278,0.8972987844816805,0.7605112977231332
FMT121,0.0,PLACEBO,0.9365741616116838,0.9351447927438702,0.9641866719847457,0.9553918559849354,0.0,0.9556826056579834,0.9441940233212199,0.9392824843493399,0.9707674095578808,0.9554484596153997,0.9378028817984334,0.97019529653669,0.9308151137832484,0.6724057822720592,0.9531205204660126,0.9606440463637502,0.9155508117251144
FMT122,7.0,PLACEBO,0.8503867894610984,0.9180995190262499,0.9520633160441516,0.9418702320181704,0.24998601148903288,0.9324216699099707,0.9164123902413044,0.9474020514404892,0.94706048572349,0.919733943632366,0.8827983008728373,0.9587022565674878,0.9119605872760984,0.5932792212411582,0.9386823420375481,0.9470653300766259,0.8689946044413082
FMT123,30.0,PLACEBO,0.7799667807730278,0.9177338929597328,0.7933028629685196,0.7402014660095356,0.9500470312315124,0.9506347499908065,0.9094171904554734,0.7883276835532439,0.7947048548938216,0.9227489648842846,0.7747500668331452,0.7811473605964941,0.8754988060611748,0.7140982066434592,0.7644552225397688,0.7688613803196153,0.8968163615404791
FMT124,90.0,PLACEBO,0.7483160134771301,0.835861072765661,0.6762624123350491,0.4920898545502185,0.9566386654819609,0.9013124766328301,0.8896677699453062,0.4158467076784879,0.4407619209218764,0.9632252510301472,0.9462561801757225,0.8434117374410522,0.9066347138574565,0.8551133700660463,0.8252365694403092,0.6403433290213206,0.8266992000198427
FMT125,0.0,PLACEBO,0.9588506579076708,0.7847372588881957,0.9437415253245118,0.8832312881375948,0.9556826056579834,0.0,0.7342012929249255,0.8832990401951901,0.9413492234032877,0.9748536870072245,0.9815407903354142,0.8622918886183367,0.6735868465255916,0.9653964916849773,0.8603776688241516,0.815396215158628,0.6544936258899015
FMT126,7.0,PLACEBO,0.9612254237431296,0.7622659616498833,0.9302056635873038,0.8786780161869209,0.9584548269353477,0.2829028936962472,0.7293789347063186,0.8762762837124184,0.9410107267428942,0.9709099977566081,0.9847322042700046,0.869401312233661,0.6437961580264949,0.9610883129431621,0.8351984176026073,0.7871380810660926,0.6769563524891917
FMT127,30.0,PLACEBO,0.9446198672206839,0.7046858656445815,0.9290816697027244,0.8636973330170978,0.9372065636369311,0.42054263685935994,0.723376223284222,0.8645873712005714,0.9353756057815951,0.9641710240860667,0.9681109299930569,0.8438123157297495,0.6766349855787143,0.9492095324599756,0.8193423419317776,0.7416994025877244,0.6603151129074051
FMT128,0.0,FMT,0.9473690665426162,0.661093608330466,0.9247123821852126,0.8784243365865042,0.9441940233212199,0.7342012929249255,0.0,0.8354636270106752,0.9327147844093904,0.9379993497169332,0.8212915371962971,0.866658776012042,0.6775921224018435,0.9749414607631487,0.8039641316373205,0.7850611542044137,0.6941536215476942
FMT129,7.0,FMT,0.8718921342420869,0.6514517686874748,0.9165725322956674,0.8500583727687052,0.9346250371133443,0.7373580502070587,0.5713330629330005,0.8685566797293857,0.9346872036127151,0.9094864452579288,0.9313437676676515,0.8258356062296393,0.7319053438809888,0.9539004658568548,0.766037406325834,0.7092259095096602,0.7081278558768849
FMT130,30.0,FMT,0.8531584233176998,0.6834027641691226,0.9243271728888427,0.9016607971394701,0.939500493996129,0.8388096912092369,0.6428674643958497,0.8967967543842701,0.9451918940935089,0.9244991169925654,0.7936783853156725,0.8949501644286822,0.7935078119904391,0.9120112515409621,0.8486698901547854,0.7640142910406639,0.7999297088123662
FMT131,90.0,FMT,0.9365556448874809,0.6794306544272084,0.9299990617093239,0.8861889166491422,0.9473726389766823,0.7733641772397519,0.4844148579681681,0.873723611575061,0.9388142960544121,0.9121601357839075,0.9189788737164232,0.8782845170632819,0.7142235741653535,0.9742917056205183,0.8244946741497993,0.7948489304455095,0.7334748907083192
FMT132,0.0,FMT,0.7399979964969786,0.8092421086806397,0.7319943831368173,0.6408320599891325,0.9392824843493399,0.8832990401951901,0.8354636270106752,0.0,0.3131830001522105,0.9520427597942651,0.9437660593741382,0.8008206573277126,0.7590947330746046,0.9445907703063927,0.7665373039534552,0.760799251282781,0.8288213955843907
FMT133,7.0,FMT,0.779628908558088,0.8355584275140756,0.7946655570673654,0.6584294529319576,0.9602689455890666,0.7728940792358215,0.779094090137456,0.5787083444479132,0.6612465998170686,0.9746169425482606,0.8988679512079307,0.7134524613855572,0.7327560994193648,0.9564934689294473,0.6939460926409731,0.7411282211355728,0.7174874563074615
FMT134,30.0,FMT,0.7903734644699918,0.8522887515785529,0.7805076007547672,0.6378516521475227,0.9820497065513702,0.8837036077297875,0.8552072469542006,0.6577050571332157,0.7245036508391232,0.966426166231776,0.9721166468024137,0.688004449017674,0.8434389561043246,0.978541321298999,0.6302880509662054,0.64489929367103,0.8255768863669521
FMT135,90.0,FMT,0.908294124110516,0.8008597351708235,0.8940381417099105,0.7742268787581044,0.9498766919988336,0.5730805609134625,0.8006903027922944,0.8807232924002621,0.9300321004206045,0.9755707320394219,0.9392639277199235,0.7776635139069761,0.723399462633126,0.9628330437482366,0.8173392509909124,0.7924940970994436,0.37487235326880536
FMT136,0.0,FMT,0.741922583475546,0.9105211454861829,0.7775996396711797,0.6512016058165033,0.9707674095578808,0.9413492234032877,0.9327147844093904,0.3131830001522105,0.0,0.9565911152855302,0.9339501255232953,0.8602763955851837,0.8388742234941103,0.9473196307498062,0.8281153634323557,0.8272615814066756,0.8895444066401355
FMT137,7.0,FMT,0.7296984710282106,0.9396946499990095,0.8459628369178185,0.6762778083249021,0.9904478810656779,0.9409192790074914,0.9604721193133091,0.7608471200331495,0.5966893202855837,0.9958500173412138,0.9883870114688033,0.5428236228398415,0.896502868015393,0.964240996961475,0.7199066666635552,0.5633145883080752,0.8838009416424084
FMT138,30.0,FMT,0.7369728629362187,0.8979703826999089,0.768028198213784,0.5272899727878299,0.9847521210514945,0.8960931596081009,0.9199133104413422,0.4968054144929354,0.45990710916137917,0.9821232935686837,0.9810910090708382,0.5514794300491974,0.8602140363571359,0.9805246422286649,0.7004243736070744,0.5216658216403158,0.8212205514897808
FMT139,90.0,FMT,0.7506215137634843,0.8416839076991836,0.7779746453528943,0.6713583674859154,0.9747381899707515,0.874981033161468,0.8597536823972584,0.3378174519181974,0.2993362782288738,0.9794986702058396,0.9799205522712512,0.789496388486025,0.846556954396596,0.9604026368572819,0.754477385891784,0.7635491489249691,0.8323659132223491
FMT141,7.0,FMT,0.9365639470518534,0.7974132491892275,0.9125002175927286,0.8446536733772605,0.9534407475503538,0.7786562443188768,0.7331701347676471,0.850248476212462,0.9256146967156006,0.932222062922711,0.9379835393292779,0.8082441641841078,0.7423858018820553,0.9776718994998995,0.7599108446180994,0.8360256316576586,0.7825456164439064
FMT142,30.0,FMT,0.8193519496092014,0.6736910811648852,0.8525833070791097,0.7448711338468619,0.9557632305873585,0.6921926922472533,0.719246322193507,0.7819208523351949,0.8497657497327984,0.9103367420010039,0.956191412724624,0.7293876799840578,0.694820489142873,0.9449661225063537,0.6567286247213859,0.6213259686134216,0.6899529828317497
FMT143,90.0,FMT,0.844749818281023,0.6749917969408366,0.8811849786892088,0.7909066328860962,0.9516507315577193,0.7022587991093141,0.7201367508858783,0.7976457367918303,0.8521549180156696,0.9090251291339648,0.9499221540681887,0.7683561623638376,0.6642765141160164,0.9387511910752684,0.7244116938894825,0.6933681011300312,0.7015514193880479
FMT144,0.0,FMT,0.9085528085158397,0.9137130506733548,0.9603875357545166,0.9478419706688073,0.9554484596153997,0.9748536870072245,0.9379993497169332,0.9520427597942651,0.9565911152855302,0.0,0.9497256158096331,0.9152327865722824,0.9579783031274738,0.9497993493424804,0.8985592473105023,0.9393538854218083,0.9401502027746697
FMT145,7.0,FMT,0.8989447960922164,0.6574452795018333,0.860789808739084,0.8196244434369785,0.9103876072424059,0.7518312185076956,0.7233112413126934,0.7625483687877053,0.86621359619926,0.8403095756901144,0.9251364461845213,0.7515779128362771,0.6590272936067196,0.9439024969032803,0.753517354397893,0.7694067405992704,0.7024648168343375
FMT146,30.0,FMT,0.891427739818924,0.595393208944711,0.8707898443783433,0.8246684799971394,0.944569832410295,0.758288136366399,0.7151904563122832,0.7854820952499781,0.874553784566535,0.8833818298200073,0.9133058827627885,0.7913907211196453,0.6155560046634391,0.9264919564837267,0.7700419016603186,0.7751773773277333,0.718765959962761
FMT147,90.0,FMT,0.903835943601788,0.62530699291542,0.8849482624569821,0.8370180452897035,0.9324388538408342,0.7362622182603565,0.7182650340459715,0.7946388343989944,0.8888901310022673,0.9116456810189578,0.8951072384430256,0.7874683387190281,0.6197462215939681,0.9352085029854006,0.7765772241697764,0.7759215051505495,0.6985914359971299
FMT148,0.0,FMT,0.8323946256034471,0.8872297939523428,0.9383206056964906,0.9419076346451006,0.9378028817984334,0.9815407903354142,0.8212915371962971,0.9437660593741382,0.9339501255232953,0.9497256158096331,0.0,0.9403785130104217,0.9191478595738161,0.784504016602951,0.9023005403153107,0.9424247776242058,0.8929843935592583
FMT149,7.0,FMT,0.8018087003468035,0.6663694373120748,0.7800018101116798,0.760833205712635,0.9086771231010827,0.7638198055319725,0.7120955209979521,0.6646790352717916,0.773918936008679,0.8756207360056512,0.8847218903759192,0.6999478182149427,0.6726039732501737,0.9553915715561603,0.70889088414103,0.7231364111031864,0.7047770977693488
FMT150,30.0,FMT,0.7870025596675213,0.6513444553083733,0.7929754241208403,0.7249561254748634,0.9294908359797552,0.7784158258144475,0.7250314872740256,0.6920623523771616,0.7817301825247409,0.8884846788386704,0.8734011253187092,0.7055052099943243,0.7346669566283717,0.9246922260964917,0.6792576077234724,0.6775325219046494,0.6765248534578348
FMT151,90.0,FMT,0.7605184082927888,0.6752855257017761,0.7670156043974825,0.6973914601878696,0.9174099602638051,0.7472290566734116,0.7439298201316882,0.632203236354241,0.731660922959968,0.8944125410873918,0.8889432906756936,0.6720261436462486,0.6591175714353339,0.935846751661756,0.6440312509424679,0.677595444602919,0.6849976147399213
FMT152,0.0,FMT,0.8178541976825593,0.8521112017852651,0.7938811255011675,0.7192900139702285,0.97019529653669,0.8622918886183367,0.866658776012042,0.8008206573277126,0.8602763955851837,0.9152327865722824,0.9403785130104217,0.0,0.8795886538095085,0.9683620823864014,0.6111198007825106,0.5705187203331429,0.7242938793865012
FMT153,7.0,FMT,0.7613203190531037,0.8231025658861469,0.7307010376180497,0.6217941792237812,0.9634608168998896,0.7163841326751929,0.7683291538203081,0.7364610735328115,0.762884988880864,0.9678312964857864,0.9472172793621257,0.4535991054137678,0.7583395569876779,0.9578260279366794,0.6395079644327636,0.5293206831571894,0.6366483894983844
FMT154,30.0,FMT,0.7548366508428391,0.8239011574077336,0.81508825565853,0.6353002798755721,0.9586917097470722,0.7261611685486659,0.8081044317836028,0.7517483965861245,0.7932377479071875,0.9718533546028314,0.953232594341841,0.4607829890719018,0.7712198741749225,0.965982992302537,0.652966757307736,0.4496538828951369,0.664257879001996
FMT155,90.0,FMT,0.8275360781996245,0.986755390357435,0.9670282479432353,0.9592430444175631,0.9752961299491661,0.9958651498206037,0.9809858979257847,0.9746835933771987,0.9641359254866094,0.9320686875114201,0.8301942420547969,0.94145645293397,0.9653158004036094,0.7513427656599305,0.9547855071935227,0.980809045999248,0.9730955133061999
FMT156,0.0,PLACEBO,0.8848325896760925,0.7363532479343221,0.9181859434796765,0.8475524702566171,0.9308151137832484,0.6735868465255916,0.6775921224018435,0.7590947330746046,0.8388742234941103,0.9579783031274738,0.9191478595738161,0.8795886538095085,0.0,0.9016238507759159,0.8135733092813676,0.7743058723530662,0.6921182060390796
FMT157,7.0,PLACEBO,0.900202505586052,0.7316233137237145,0.908145630617856,0.8262320981586179,0.940785424240766,0.6970681883564567,0.6951787201704508,0.7895242543431247,0.8741764230773663,0.9485335648126506,0.9358279246755281,0.8794186075003573,0.35681165792545255,0.9236667411025166,0.7956130013985967,0.8328615254575844,0.7002385990554295
FMT158,30.0,PLACEBO,0.8885902170160181,0.7423478313064271,0.9253090877718227,0.8806813548621968,0.9419467441122628,0.7347475486655054,0.684815700090105,0.7664737536085684,0.868248959505729,0.9435188894754484,0.9362796780854585,0.8917118252027492,0.3341389383357022,0.9248554310359979,0.8026520507945845,0.8217622004868742,0.7425251239705956
FMT159,90.0,PLACEBO,0.9062529772031086,0.7065991129929566,0.9060909955769892,0.8702602234436678,0.9422123560052238,0.7216948952529311,0.6766799432208181,0.7534665351376152,0.8635658613872013,0.9487247668738974,0.9414410952278022,0.8934583450659483,0.4350173908475945,0.9414670694031696,0.8021444617140246,0.8259319302203249,0.7379869437157562
FMT161,7.0,FMT,0.8255224965510062,0.7659265539783304,0.8794398449343486,0.7221950414621422,0.9646526269226222,0.711023553384508,0.7610470035196599,0.8061005576435506,0.844729582724301,0.9715973923237289,0.9575492374484077,0.7628334978236082,0.674927352343817,0.8262419750579417,0.7306182828896772,0.6387519500285489,0.6676754703593093
FMT163,90.0,FMT,0.9253812689438812,0.7391445901339094,0.9335748932864113,0.8356340791139774,0.9223140163011219,0.7118589758681734,0.6904640857277229,0.8126749236678728,0.8743691297119384,0.9494597964869345,0.8935288534771425,0.8755965428835423,0.580393614944212,0.8048369079172703,0.8056419787078006,0.7348455620686178,0.6565445928519787
FMT164,0.0,FMT,0.8367478783163039,0.9180422044132595,0.9564861936842654,0.9545665089027832,0.6724057822720592,0.9653964916849773,0.9749414607631487,0.9445907703063927,0.9473196307498062,0.9497993493424804,0.784504016602951,0.9683620823864014,0.9016238507759159,0.0,0.941915814777283,0.8695744423551832,0.9511835260629891
FMT165,7.0,FMT,0.8304143724150534,0.8023080046997323,0.8881152080202639,0.7582246339269176,0.9647784148628473,0.7158033973543043,0.7736339241719344,0.7880264064498486,0.8551673874036473,0.9779330590807056,0.9601971535938554,0.7437181529648665,0.6330506498764094,0.7829465793129622,0.7078767087919846,0.6191365013714655,0.6772220177882962
FMT166,30.0,FMT,0.8911866799979568,0.8327504384644324,0.9458022435056413,0.8382210406285988,0.9650964642175658,0.8398678541044825,0.7860443250341144,0.8802268945194252,0.9062194915215082,0.9618815868389159,0.927630976228308,0.8708687853516572,0.7317613851441597,0.7781024590521114,0.8257628299789163,0.6804363547788154,0.7659073062858328
FMT167,90.0,FMT,0.9137660290738784,0.7899258079791416,0.9131329039541037,0.856047491729369,0.959266339617342,0.8368884497042556,0.8302800159092453,0.8962502079499869,0.9289692927448107,0.9044980814266415,0.9479939122151834,0.8867867383080945,0.7788133907796789,0.7905809940545143,0.8351159408602074,0.7031315610491494,0.8081964912523559
FMT168,0.0,PLACEBO,0.7858737211031919,0.7834514425014388,0.7977285728209315,0.6972995998118906,0.9531205204660126,0.8603776688241516,0.8039641316373205,0.7665373039534552,0.8281153634323557,0.8985592473105023,0.9023005403153107,0.6111198007825106,0.8135733092813676,0.941915814777283,0.0,0.635877208459114,0.7560465185449388
FMT169,7.0,PLACEBO,0.8218414018311629,0.7700550012325337,0.8248335308710839,0.7594560334067959,0.9565469157060865,0.8348833364505802,0.7966593758270709,0.7934522430081752,0.863814265836132,0.8888988722595532,0.8860950160971021,0.6241432991229884,0.7910455765766,0.9607005852022125,0.31588065159726486,0.7243108524787262,0.7356118997282245
FMT170,30.0,PLACEBO,0.9010455340057381,0.7468118851431329,0.8947969672758925,0.8721097891604225,0.9581631561698949,0.8561451877692869,0.7686611579652812,0.8263351940151145,0.9146727992028811,0.8738410227089738,0.9330681023921925,0.801958627549416,0.7442361334176962,0.9398225219543094,0.5009978774422327,0.8040325341383819,0.7854275709574531
FMT171,90.0,PLACEBO,0.8622262699931765,0.7472593026165082,0.902552656853593,0.8222480712862843,0.9471249614183749,0.8086274774091283,0.6973916382132712,0.8236177414420243,0.9042288150932012,0.8261980267149708,0.9178119260761844,0.7559444021337869,0.7194786923815742,0.941740170813329,0.4829434764842536,0.800536500061579,0.6738832544830555
FMT172,0.0,FMT,0.7850832981070475,0.7568180048396892,0.8503678688055707,0.6718526904795218,0.9606440463637502,0.815396215158628,0.7850611542044137,0.760799251282781,0.8272615814066756,0.9393538854218083,0.9424247776242058,0.5705187203331429,0.7743058723530662,0.8695744423551832,0.635877208459114,0.0,0.7726616003242602
FMT173,7.0,FMT,0.7812593224839175,0.8564966225862686,0.8226212896028499,0.5175144657132248,0.9904876652203318,0.8732768417086855,0.8627959450431751,0.7897325191283875,0.8220955763607127,0.9632689510441683,0.98071689130606,0.7150371575598592,0.8571060933544845,0.9186091423923557,0.6447051596563848,0.4996578472384918,0.8003848808574403
FMT174,30.0,FMT,0.8451652261316309,0.7916899146882183,0.8683878337586234,0.7574338077200491,0.9740510462063211,0.7088900420820418,0.7735790117647955,0.8157580532348446,0.8566497731117411,0.9539958672161192,0.9767983424423656,0.8084477873550439,0.7278490046767063,0.8578254900540299,0.707307008213902,0.5489647194856797,0.722788892211373
FMT175,90.0,FMT,0.8035396789617519,0.7153211846125432,0.8642436725214357,0.7232078101204513,0.956640615658056,0.7619584760757641,0.6893538279165476,0.7824968798427938,0.8230968337788275,0.9541920975059826,0.9285475598677684,0.8088966909296452,0.6884509283106072,0.835359464676069,0.71007772841563,0.4879459067109846,0.669571327351412
FMT177,7.0,FMT,0.7505434996535135,0.7771832281263866,0.7786315597788958,0.6450747244377205,0.953109163305122,0.8198632769215908,0.7839899701821742,0.7547683436813082,0.8099948508445092,0.9530739694879857,0.9268553870685566,0.550414639729846,0.7961531376274611,0.9381381365567315,0.5750435645568125,0.45493973687754524,0.7003234585565036
FMT178,30.0,FMT,0.7114173021187492,0.7685959048148218,0.8159201326411978,0.6759219059253969,0.9569335509573648,0.8701362014080465,0.7762355105859683,0.7935941787881278,0.8304929393471504,0.9551816492721713,0.8400970502389097,0.6462432506928965,0.8602123137045959,0.899748485881136,0.5696889294348281,0.536065135361423,0.7192846167730075
FMT180,0.0,PLACEBO,0.8812454929414479,0.7405274236097178,0.8408614374043761,0.704065853084564,0.9155508117251144,0.6544936258899015,0.6941536215476942,0.8288213955843907,0.8895444066401355,0.9401502027746697,0.8929843935592583,0.7242938793865012,0.6921182060390796,0.9511835260629891,0.7560465185449388,0.7726616003242602,0.0
FMT181,7.0,PLACEBO,0.8838501664771631,0.763188423064746,0.8344878979179837,0.7079662177632662,0.9529312611440885,0.6645194465907779,0.737902596196356,0.8534408168728369,0.8875394244714158,0.934799479380843,0.9223490128848307,0.7133033754409103,0.6994400087473108,0.9642402927429126,0.7531614059175517,0.7817374409371375,0.22035487030149792
FMT182,30.0,PLACEBO,0.891290330277684,0.7858253861127624,0.8723127596662088,0.7279934731256635,0.9545351419366538,0.605000772751635,0.7480719141662231,0.8517194957275797,0.8998484280599592,0.9480082474431739,0.9388856629551756,0.6321731076680257,0.7241019745523097,0.9725465720484239,0.6911752113249334,0.6590573097608058,0.3223676725768858
FMT183,90.0,PLACEBO,0.8973833618478421,0.8342118291666427,0.8401107882564905,0.6988933698660482,0.9514637159687279,0.5816215363611176,0.8260950057262356,0.863163739978105,0.905460917242737,0.9772022010333863,0.9651991896228614,0.6883573294378034,0.727714110311314,0.9763686776050916,0.7246953412508845,0.7017754510725622,0.38389542160138507
